"age","marital","balance","day","month","duration","campaign","pdays","previous","TermDeposit"
28,"single",1984,20,"apr",147,1,-1,0,"no"
44,"divorced",2340,29,"jul",637,3,-1,0,"no"
33,"married",4789,11,"may",220,1,339,4,"no"
33,"married",796,6,"apr",216,1,-1,0,"no"
32,"married",129,29,"jul",119,7,-1,0,"no"
37,"single",1467,17,"nov",349,1,-1,0,"no"
33,"married",152,13,"may",351,2,-1,0,"no"
32,"married",10,2,"jun",658,2,-1,0,"no"
39,"divorced",1086,24,"jul",92,1,-1,0,"no"
30,"single",60,27,"aug",87,3,-1,0,"no"
48,"married",3008,18,"nov",163,1,187,3,"no"
56,"married",228,28,"may",296,1,-1,0,"no"
38,"married",557,16,"nov",1556,4,-1,0,"yes"
40,"single",39,5,"aug",130,2,-1,0,"no"
48,"married",1355,12,"aug",409,7,-1,0,"no"
54,"single",770,17,"jun",89,2,-1,0,"no"
27,"single",194,16,"may",326,1,-1,0,"no"
37,"married",-557,15,"may",284,15,-1,0,"no"
32,"single",29,31,"jul",49,24,-1,0,"no"
46,"married",0,20,"apr",173,2,-1,0,"no"
25,"married",4063,27,"may",64,1,-1,0,"no"
48,"married",315,12,"may",165,1,-1,0,"no"
48,"married",547,5,"aug",459,2,-1,0,"no"
37,"married",549,2,"mar",239,1,-1,0,"yes"
57,"divorced",2762,19,"nov",100,1,-1,0,"no"
32,"married",937,28,"aug",90,1,94,2,"no"
35,"married",-112,29,"jul",394,4,-1,0,"no"
46,"married",332,9,"may",772,1,-1,0,"yes"
40,"married",-48,12,"may",113,1,-1,0,"no"
31,"divorced",2294,21,"may",96,2,-1,0,"no"
35,"single",1609,30,"may",288,3,-1,0,"no"
55,"married",5010,18,"nov",530,1,-1,0,"no"
39,"divorced",463,18,"may",169,1,-1,0,"no"
31,"married",468,16,"may",159,1,-1,0,"no"
30,"married",203,5,"may",18,6,-1,0,"no"
26,"single",-147,4,"jun",95,2,-1,0,"no"
48,"divorced",145,13,"aug",106,5,-1,0,"no"
40,"married",1089,13,"may",195,5,-1,0,"no"
47,"married",72,29,"may",278,1,-1,0,"no"
59,"married",474,21,"aug",252,1,-1,0,"yes"
76,"married",163,13,"oct",120,1,-1,0,"no"
37,"married",444,1,"oct",143,1,94,9,"no"
29,"married",832,16,"may",228,2,-1,0,"no"
36,"married",2454,6,"apr",1859,1,-1,0,"no"
34,"single",-32,11,"aug",89,3,103,2,"no"
29,"single",1992,12,"apr",119,2,-1,0,"no"
50,"married",0,16,"jun",264,4,-1,0,"no"
46,"divorced",3749,13,"may",69,19,-1,0,"no"
31,"married",576,3,"jun",230,3,-1,0,"no"
46,"married",1085,15,"may",523,2,353,58,"yes"
51,"married",10077,7,"aug",93,2,-1,0,"no"
23,"single",3198,15,"may",224,1,352,2,"no"
34,"married",133,12,"may",171,2,181,3,"yes"
58,"divorced",2538,19,"nov",680,2,111,6,"yes"
54,"married",65,28,"may",309,4,93,4,"no"
35,"single",1830,14,"oct",166,2,-1,0,"no"
52,"married",523,8,"jul",113,1,-1,0,"no"
28,"married",2919,14,"jul",101,3,-1,0,"no"
31,"married",389,20,"nov",198,2,-1,0,"no"
58,"married",60,19,"nov",291,2,-1,0,"no"
29,"married",220,4,"jun",187,2,-1,0,"no"
37,"married",0,7,"may",228,1,-1,0,"no"
38,"married",66,8,"may",124,1,-1,0,"no"
35,"married",0,11,"jul",271,2,-1,0,"no"
46,"divorced",0,17,"nov",407,1,150,3,"no"
34,"divorced",-566,26,"may",248,2,-1,0,"no"
35,"single",642,8,"may",278,1,-1,0,"no"
35,"married",7990,4,"feb",357,1,-1,0,"no"
51,"married",-637,19,"nov",233,2,-1,0,"no"
47,"divorced",225,28,"aug",1126,4,-1,0,"yes"
35,"married",723,2,"feb",324,1,-1,0,"no"
58,"married",4871,14,"may",133,2,-1,0,"no"
46,"married",0,17,"nov",127,1,-1,0,"no"
27,"single",4003,30,"apr",584,1,-1,0,"no"
34,"married",-196,26,"may",16,1,-1,0,"no"
33,"single",48,11,"may",400,1,173,5,"no"
27,"single",2731,16,"jun",30,1,-1,0,"no"
47,"married",1728,17,"jun",98,1,-1,0,"no"
58,"divorced",26254,21,"oct",49,1,-1,0,"no"
41,"married",7735,14,"may",240,1,-1,0,"no"
44,"divorced",5773,23,"may",597,6,-1,0,"yes"
56,"married",152,30,"jul",65,7,-1,0,"no"
43,"married",-101,14,"may",122,4,-1,0,"no"
37,"single",7622,6,"may",111,1,-1,0,"no"
47,"single",152,3,"feb",193,3,271,4,"no"
35,"divorced",2777,7,"may",633,1,-1,0,"no"
36,"divorced",3158,3,"jun",144,2,-1,0,"yes"
28,"divorced",451,13,"may",302,1,301,1,"yes"
49,"married",443,8,"aug",27,6,-1,0,"no"
52,"married",751,14,"may",165,4,371,5,"no"
28,"married",458,13,"may",19,11,-1,0,"no"
42,"married",757,30,"apr",354,1,79,1,"yes"
32,"single",1819,20,"apr",62,1,340,2,"no"
34,"married",1784,17,"jul",43,2,-1,0,"no"
59,"married",561,19,"oct",323,2,-1,0,"no"
35,"single",916,14,"may",460,2,-1,0,"yes"
52,"divorced",199,3,"feb",373,1,236,2,"no"
53,"single",481,18,"nov",399,1,-1,0,"no"
52,"married",1065,30,"may",159,1,-1,0,"no"
35,"married",152,2,"jun",563,1,-1,0,"yes"
48,"married",51,9,"jul",76,1,-1,0,"no"
48,"single",71,8,"may",101,2,-1,0,"no"
32,"married",1522,23,"may",302,3,-1,0,"no"
40,"married",339,14,"may",234,2,-1,0,"no"
36,"single",157,8,"may",41,1,-1,0,"no"
31,"married",169,27,"may",143,1,-1,0,"no"
35,"married",2762,20,"apr",682,3,154,1,"no"
48,"divorced",266,17,"apr",198,2,343,1,"no"
33,"divorced",60,6,"may",190,3,-1,0,"no"
55,"married",0,12,"jun",614,2,-1,0,"yes"
37,"divorced",414,20,"aug",352,4,-1,0,"no"
34,"single",1974,26,"aug",603,3,-1,0,"no"
35,"married",247,8,"may",209,3,367,3,"no"
31,"married",620,30,"mar",95,1,-1,0,"no"
45,"married",1971,21,"nov",182,3,-1,0,"no"
57,"married",2,6,"jun",112,4,-1,0,"no"
59,"married",506,13,"may",281,1,-1,0,"no"
35,"divorced",148,8,"jul",199,1,-1,0,"no"
39,"married",425,6,"aug",562,3,-1,0,"no"
33,"married",215,29,"jul",543,12,-1,0,"no"
52,"single",36,16,"may",335,1,-1,0,"no"
75,"married",7819,15,"feb",261,1,97,4,"no"
36,"married",2326,20,"nov",7,5,-1,0,"no"
52,"divorced",199,12,"jun",246,2,-1,0,"no"
55,"married",199,13,"aug",15,17,-1,0,"no"
43,"married",0,4,"feb",539,8,204,5,"no"
52,"married",248,14,"jul",245,3,-1,0,"no"
35,"married",1694,31,"jul",55,6,-1,0,"no"
53,"married",7598,23,"may",27,7,-1,0,"no"
55,"married",1102,20,"nov",195,1,189,2,"no"
36,"married",0,29,"jan",344,3,-1,0,"no"
63,"married",661,2,"mar",56,2,-1,0,"no"
25,"single",505,17,"nov",386,2,-1,0,"yes"
41,"married",-396,7,"jul",104,4,-1,0,"no"
54,"divorced",550,28,"jan",131,1,-1,0,"no"
28,"single",2503,25,"may",426,1,-1,0,"yes"
28,"married",60,6,"may",161,1,337,1,"no"
33,"single",224,23,"sep",409,2,92,4,"yes"
30,"single",125,16,"aug",140,3,116,1,"no"
37,"divorced",0,11,"may",217,6,-1,0,"no"
35,"single",2471,25,"jul",136,5,-1,0,"no"
47,"married",259,25,"aug",83,5,-1,0,"no"
35,"single",1227,28,"may",283,3,-1,0,"no"
26,"single",2803,3,"feb",11,7,-1,0,"no"
51,"divorced",1613,4,"aug",870,1,-1,0,"yes"
34,"single",2,13,"may",60,2,-1,0,"no"
35,"married",12256,19,"nov",308,4,-1,0,"no"
28,"single",0,15,"may",133,3,-1,0,"no"
49,"married",2187,25,"nov",92,2,-1,0,"no"
51,"divorced",57,7,"may",355,1,-1,0,"no"
46,"married",101,20,"jun",40,4,-1,0,"no"
52,"divorced",-803,7,"aug",131,3,-1,0,"no"
54,"married",0,23,"jul",117,1,-1,0,"no"
39,"single",0,6,"jun",188,1,-1,0,"no"
33,"married",263,21,"may",206,3,-1,0,"no"
24,"single",1082,24,"jun",185,1,-1,0,"no"
33,"single",1129,8,"jun",84,2,-1,0,"no"
30,"married",612,27,"may",220,6,-1,0,"no"
21,"single",820,27,"jun",302,2,-1,0,"no"
40,"married",407,7,"may",502,1,-1,0,"no"
57,"married",4597,14,"aug",170,4,-1,0,"no"
57,"divorced",362,28,"jan",91,1,231,1,"no"
50,"married",-70,6,"aug",386,2,-1,0,"no"
51,"married",752,30,"may",214,2,-1,0,"no"
32,"married",337,15,"may",51,3,368,1,"no"
36,"married",46,25,"aug",84,4,-1,0,"no"
36,"married",1313,26,"aug",80,6,-1,0,"no"
34,"married",1309,12,"may",456,2,364,1,"no"
34,"married",-370,21,"may",748,1,-1,0,"no"
39,"single",238,15,"apr",417,1,-1,0,"no"
35,"single",354,13,"aug",274,1,-1,0,"no"
52,"divorced",26,13,"may",215,1,-1,0,"no"
57,"married",163,6,"aug",83,3,-1,0,"no"
53,"divorced",388,29,"jan",67,1,247,1,"no"
50,"married",101,6,"apr",43,2,326,1,"no"
45,"married",512,26,"aug",123,2,-1,0,"no"
33,"married",167,21,"aug",141,2,-1,0,"no"
35,"married",-288,30,"apr",126,3,-1,0,"no"
38,"single",1076,9,"jun",69,6,-1,0,"no"
43,"married",1109,6,"aug",64,4,-1,0,"no"
25,"single",505,6,"may",37,1,-1,0,"no"
36,"married",163,6,"aug",311,2,-1,0,"no"
37,"married",0,22,"jul",272,1,-1,0,"no"
39,"single",1967,18,"jun",156,9,-1,0,"no"
53,"married",1778,19,"nov",186,2,-1,0,"no"
43,"married",1646,20,"nov",214,1,-1,0,"no"
57,"divorced",179,15,"may",67,1,368,2,"no"
50,"married",569,18,"aug",452,4,-1,0,"no"
47,"married",1059,21,"nov",58,1,127,1,"no"
52,"married",1724,29,"jan",73,1,-1,0,"no"
26,"single",1370,25,"mar",231,1,295,1,"no"
25,"single",203,4,"may",108,1,-1,0,"no"
59,"married",2768,8,"aug",94,5,-1,0,"no"
54,"married",17008,19,"nov",151,2,-1,0,"no"
43,"married",130,5,"may",156,1,337,3,"no"
27,"single",3347,18,"may",311,1,-1,0,"no"
29,"single",1377,3,"aug",248,1,446,2,"yes"
33,"married",705,14,"may",112,2,-1,0,"no"
39,"married",481,13,"may",197,3,357,1,"no"
47,"single",216,29,"jul",193,10,-1,0,"no"
58,"married",435,28,"jul",122,6,-1,0,"no"
31,"single",-495,29,"may",334,2,-1,0,"no"
40,"single",257,1,"feb",147,1,209,1,"no"
30,"single",223,6,"jun",862,11,-1,0,"yes"
29,"married",1761,3,"jun",186,1,-1,0,"no"
31,"single",2544,15,"jul",252,1,184,3,"yes"
32,"married",312,11,"aug",67,4,-1,0,"no"
37,"married",20,14,"may",151,5,-1,0,"no"
55,"married",240,2,"aug",108,3,277,1,"yes"
35,"married",1290,24,"jul",211,1,-1,0,"no"
37,"single",614,30,"may",371,2,-1,0,"no"
26,"single",1444,12,"jun",139,5,-1,0,"no"
28,"single",1080,18,"may",192,1,-1,0,"no"
36,"married",254,6,"jun",161,3,-1,0,"no"
42,"divorced",-172,4,"jun",179,1,-1,0,"no"
33,"divorced",37,8,"jul",1082,1,-1,0,"yes"
74,"divorced",4079,19,"oct",343,3,-1,0,"yes"
34,"married",-211,4,"jun",16,8,-1,0,"no"
35,"single",329,20,"apr",19,7,-1,0,"no"
32,"single",710,5,"aug",683,2,-1,0,"no"
40,"married",260,19,"nov",52,1,152,6,"no"
37,"married",11,30,"jul",109,8,-1,0,"no"
32,"married",187,27,"jun",381,3,-1,0,"no"
27,"single",45,9,"may",352,1,-1,0,"no"
60,"married",2041,28,"jul",108,7,-1,0,"no"
50,"married",0,20,"jun",179,2,-1,0,"no"
59,"married",337,18,"jun",100,4,-1,0,"no"
56,"married",642,30,"jan",16,1,2,3,"no"
42,"married",0,26,"aug",179,16,-1,0,"no"
37,"single",0,3,"sep",144,2,463,6,"no"
57,"married",992,9,"jun",329,3,-1,0,"no"
39,"single",139,1,"jun",182,1,-1,0,"no"
57,"married",60,5,"jun",90,1,-1,0,"no"
33,"single",549,14,"apr",44,2,-1,0,"no"
77,"married",699,13,"aug",425,2,-1,0,"yes"
49,"divorced",-464,16,"apr",82,1,-1,0,"no"
36,"married",0,27,"may",145,2,-1,0,"no"
45,"single",946,13,"apr",754,3,143,6,"no"
65,"married",1973,2,"feb",121,1,287,3,"no"
31,"married",0,24,"jul",137,1,-1,0,"no"
46,"married",0,28,"aug",63,2,-1,0,"no"
28,"married",368,9,"jul",174,7,-1,0,"no"
44,"married",0,24,"jul",81,2,-1,0,"no"
34,"single",417,16,"sep",99,2,135,3,"no"
39,"married",855,21,"may",786,2,-1,0,"no"
27,"single",-541,13,"may",153,1,-1,0,"no"
30,"married",578,4,"jun",48,1,-1,0,"no"
28,"single",221,15,"may",176,1,-1,0,"no"
51,"married",463,15,"jul",114,4,-1,0,"no"
43,"divorced",51,2,"feb",430,1,-1,0,"yes"
36,"single",1841,25,"aug",141,4,-1,0,"no"
47,"single",-504,22,"jul",108,1,-1,0,"no"
42,"single",297,29,"may",106,1,-1,0,"no"
34,"divorced",1317,15,"may",239,1,-1,0,"no"
28,"married",17,11,"jul",16,2,-1,0,"no"
33,"single",3143,29,"jun",421,2,-1,0,"yes"
29,"single",-507,16,"may",286,1,-1,0,"no"
35,"single",0,6,"may",495,1,-1,0,"no"
41,"married",1092,5,"aug",736,1,-1,0,"yes"
46,"married",3115,18,"aug",134,2,-1,0,"no"
57,"married",271,31,"jul",81,4,-1,0,"no"
54,"married",-165,3,"jul",202,1,-1,0,"no"
40,"single",72,30,"apr",463,1,-1,0,"yes"
25,"single",839,15,"mar",109,1,181,2,"no"
58,"married",0,18,"jun",37,1,-1,0,"no"
59,"married",5314,5,"may",200,3,-1,0,"no"
53,"married",2124,17,"apr",121,2,344,2,"no"
46,"married",677,13,"nov",722,1,-1,0,"no"
30,"single",566,5,"feb",110,1,-1,0,"no"
30,"married",-206,15,"may",133,1,-1,0,"no"
55,"married",1928,21,"nov",87,4,-1,0,"no"
59,"married",163,24,"jul",464,1,-1,0,"no"
28,"single",6551,26,"may",362,1,77,1,"no"
33,"married",0,20,"jun",27,16,-1,0,"no"
35,"single",2015,15,"jun",60,1,390,1,"no"
59,"married",4497,4,"feb",213,1,251,1,"no"
55,"married",43,26,"jun",464,3,-1,0,"no"
44,"divorced",3953,20,"nov",661,1,-1,0,"no"
31,"single",1583,21,"may",207,1,-1,0,"no"
33,"married",237,23,"may",89,1,-1,0,"no"
48,"married",1099,5,"jun",340,1,-1,0,"no"
26,"single",598,5,"feb",401,2,272,1,"no"
57,"divorced",4664,21,"nov",22,4,114,1,"no"
59,"married",108,11,"aug",120,4,-1,0,"no"
54,"married",2206,12,"nov",104,1,99,2,"yes"
56,"married",1316,30,"jul",76,5,-1,0,"no"
58,"married",826,12,"jun",885,1,-1,0,"yes"
33,"married",-131,9,"may",145,2,-1,0,"no"
44,"divorced",0,17,"nov",57,1,-1,0,"no"
45,"married",0,20,"aug",71,2,-1,0,"no"
52,"married",196,27,"may",99,2,99,1,"no"
32,"married",106,9,"feb",12,8,174,9,"no"
54,"single",1464,26,"may",425,4,-1,0,"no"
38,"single",172,1,"apr",1176,1,-1,0,"yes"
25,"married",784,12,"may",104,2,-1,0,"no"
32,"single",-1,29,"aug",185,2,-1,0,"no"
59,"single",-423,20,"apr",84,1,-1,0,"no"
34,"married",1682,28,"jul",123,3,-1,0,"no"
26,"single",1284,21,"may",97,8,-1,0,"no"
38,"married",-650,16,"may",317,1,-1,0,"no"
55,"married",468,11,"may",214,2,-1,0,"no"
33,"married",575,4,"feb",254,2,-1,0,"no"
42,"married",314,16,"may",269,2,-1,0,"no"
29,"married",197,30,"jan",103,2,-1,0,"no"
41,"married",394,5,"may",52,3,-1,0,"no"
47,"single",3232,6,"oct",541,1,204,3,"no"
54,"married",204,27,"aug",231,5,-1,0,"no"
45,"married",1028,9,"jul",113,1,-1,0,"no"
46,"married",1363,7,"may",60,4,-1,0,"no"
30,"single",234,3,"jun",242,2,-1,0,"no"
31,"single",23,14,"may",97,1,370,1,"no"
29,"married",187,24,"jul",386,2,-1,0,"no"
45,"divorced",343,5,"may",301,2,-1,0,"no"
34,"married",1778,5,"feb",99,1,93,3,"no"
28,"married",3516,17,"jul",232,1,-1,0,"no"
54,"married",7864,15,"may",145,4,-1,0,"no"
46,"married",0,17,"jun",77,5,-1,0,"no"
28,"single",348,21,"may",86,2,-1,0,"no"
29,"single",356,9,"may",106,1,-1,0,"no"
36,"single",-679,3,"feb",110,1,-1,0,"no"
74,"married",1742,28,"oct",1092,1,-1,0,"no"
56,"divorced",1059,6,"jun",57,2,-1,0,"no"
55,"married",1633,11,"jan",210,1,192,2,"yes"
46,"married",0,12,"aug",107,1,104,3,"no"
41,"married",446,18,"nov",296,1,186,1,"no"
32,"single",936,18,"nov",61,1,-1,0,"no"
58,"divorced",5701,30,"apr",354,1,87,1,"yes"
45,"married",626,14,"may",68,1,-1,0,"no"
29,"single",1673,16,"aug",200,2,159,3,"no"
32,"divorced",387,26,"aug",99,4,-1,0,"no"
46,"married",1568,2,"jun",310,1,55,6,"yes"
35,"married",2789,2,"jun",88,1,-1,0,"no"
37,"married",952,16,"apr",536,1,-1,0,"no"
35,"single",-208,27,"may",127,2,-1,0,"no"
52,"married",732,4,"feb",48,1,-1,0,"no"
31,"married",337,12,"may",51,1,-1,0,"no"
40,"married",0,14,"jul",699,3,-1,0,"no"
47,"divorced",47,29,"jan",489,1,-1,0,"no"
43,"single",593,5,"may",55,1,-1,0,"no"
31,"married",8629,21,"may",27,2,-1,0,"no"
49,"divorced",-2049,30,"may",169,3,-1,0,"no"
45,"married",400,25,"jun",103,5,-1,0,"no"
59,"married",296,15,"jul",805,3,-1,0,"yes"
35,"married",195,17,"apr",203,1,-1,0,"no"
46,"married",488,5,"jun",92,1,-1,0,"no"
36,"married",-718,20,"jun",11,20,-1,0,"no"
48,"married",10347,31,"jul",153,6,-1,0,"no"
40,"married",-130,28,"may",154,2,-1,0,"no"
42,"married",443,2,"jun",671,5,-1,0,"yes"
46,"single",1070,6,"apr",194,2,-1,0,"no"
36,"single",8,21,"aug",115,2,-1,0,"no"
50,"married",4,13,"aug",143,2,-1,0,"no"
45,"married",5461,20,"nov",841,2,-1,0,"yes"
21,"single",2488,12,"jan",661,2,92,1,"yes"
75,"married",3771,15,"apr",185,1,181,2,"yes"
57,"married",0,13,"aug",189,2,-1,0,"no"
32,"single",-770,18,"may",618,1,-1,0,"yes"
59,"married",32948,19,"nov",243,1,174,2,"no"
31,"single",471,29,"aug",153,2,-1,0,"no"
29,"married",655,3,"feb",225,3,270,2,"no"
29,"single",1070,19,"may",30,1,357,1,"yes"
35,"married",207,26,"may",312,1,-1,0,"no"
56,"married",1172,9,"jun",91,3,-1,0,"no"
34,"single",2733,14,"jul",604,1,-1,0,"yes"
45,"married",-24,10,"jul",164,5,-1,0,"no"
46,"single",593,29,"jan",190,3,-1,0,"no"
43,"married",228,2,"feb",84,1,-1,0,"no"
58,"divorced",6,16,"may",228,1,-1,0,"no"
32,"single",0,19,"nov",122,2,-1,0,"no"
46,"married",212,5,"may",332,1,-1,0,"no"
42,"married",-1310,28,"may",162,1,-1,0,"no"
37,"married",-499,21,"nov",71,3,-1,0,"no"
30,"single",948,11,"may",150,1,370,2,"no"
48,"married",1600,18,"nov",448,1,-1,0,"no"
42,"divorced",0,18,"jun",185,4,-1,0,"no"
38,"married",611,18,"jun",61,3,-1,0,"no"
51,"divorced",4596,8,"aug",334,5,-1,0,"no"
35,"married",828,2,"jun",468,8,-1,0,"no"
40,"married",1451,30,"sep",117,1,121,1,"yes"
49,"married",2635,7,"aug",88,2,-1,0,"no"
55,"married",1320,28,"apr",387,2,-1,0,"yes"
29,"single",2083,3,"jun",94,2,-1,0,"no"
43,"married",0,6,"may",167,3,-1,0,"no"
26,"single",4613,28,"may",663,3,196,2,"yes"
46,"married",120,29,"jan",121,1,259,3,"no"
71,"single",1285,27,"jul",195,2,-1,0,"no"
35,"married",75,16,"jun",169,1,-1,0,"no"
58,"married",2348,9,"jun",226,1,-1,0,"no"
38,"married",223,28,"jan",63,1,-1,0,"no"
37,"single",146,20,"jun",16,8,-1,0,"no"
41,"single",495,20,"nov",379,2,-1,0,"no"
26,"single",3342,4,"jun",329,4,-1,0,"no"
35,"married",688,14,"aug",137,2,-1,0,"no"
51,"married",2337,25,"aug",46,4,90,7,"no"
32,"married",183,9,"feb",308,4,208,3,"no"
25,"single",1163,7,"dec",262,3,-1,0,"no"
35,"married",7050,10,"feb",278,3,187,1,"yes"
59,"married",1390,6,"aug",148,2,-1,0,"no"
45,"married",362,12,"aug",536,4,-1,0,"no"
52,"married",782,20,"apr",104,1,-1,0,"no"
34,"divorced",338,9,"may",162,2,-1,0,"no"
26,"married",383,7,"jul",238,2,-1,0,"no"
46,"divorced",98,12,"may",91,1,-1,0,"no"
35,"single",8,21,"aug",169,2,-1,0,"no"
33,"married",359,19,"nov",158,1,-1,0,"no"
43,"married",350,6,"may",437,1,-1,0,"no"
35,"married",444,2,"jun",59,2,-1,0,"no"
45,"single",871,17,"jul",230,5,-1,0,"no"
38,"single",471,21,"may",180,1,-1,0,"no"
48,"single",-367,10,"jul",281,1,-1,0,"no"
35,"married",1256,20,"jun",26,29,-1,0,"no"
31,"married",1074,23,"may",1438,2,-1,0,"no"
53,"married",1139,18,"nov",180,1,186,6,"no"
46,"married",1204,8,"apr",139,2,-1,0,"no"
38,"married",11303,28,"dec",473,2,216,2,"yes"
57,"single",630,19,"jun",276,1,-1,0,"no"
38,"married",666,20,"may",1452,10,-1,0,"no"
41,"married",2576,8,"may",296,5,361,11,"no"
35,"married",5057,4,"jun",193,10,-1,0,"no"
75,"divorced",852,15,"mar",341,1,-1,0,"no"
53,"married",468,8,"may",89,5,-1,0,"no"
40,"married",0,19,"nov",53,2,-1,0,"no"
27,"married",0,18,"may",157,5,-1,0,"no"
34,"married",1387,30,"apr",121,1,-1,0,"no"
42,"married",314,27,"aug",11,22,-1,0,"no"
58,"married",4152,30,"apr",750,2,164,4,"yes"
35,"married",978,29,"jun",660,2,182,6,"yes"
54,"divorced",124,27,"aug",119,11,-1,0,"no"
40,"married",0,14,"jul",109,8,-1,0,"no"
47,"married",1717,20,"aug",216,9,-1,0,"no"
33,"divorced",2885,5,"aug",1051,2,-1,0,"yes"
36,"divorced",-978,13,"may",62,3,-1,0,"no"
52,"married",6353,19,"may",361,2,-1,0,"no"
34,"single",-175,26,"may",40,1,-1,0,"no"
30,"single",958,8,"aug",112,2,-1,0,"no"
45,"married",1179,21,"aug",172,6,-1,0,"no"
50,"married",2719,14,"may",97,2,-1,0,"no"
41,"married",96,30,"may",136,2,-1,0,"no"
37,"married",26,17,"jun",151,7,62,4,"no"
69,"divorced",1806,1,"jul",148,2,-1,0,"no"
39,"divorced",401,6,"jun",126,1,-1,0,"no"
54,"married",240,29,"oct",142,1,-1,0,"yes"
36,"divorced",246,16,"may",206,2,-1,0,"no"
45,"married",295,23,"jul",92,1,-1,0,"no"
34,"married",135,18,"nov",109,1,-1,0,"no"
46,"married",15,3,"jun",218,5,-1,0,"no"
61,"married",3114,13,"nov",381,1,-1,0,"yes"
35,"married",1,9,"jul",112,1,-1,0,"no"
34,"divorced",291,7,"aug",91,2,-1,0,"no"
32,"married",133,17,"jul",421,1,-1,0,"no"
32,"single",1813,5,"feb",102,1,-1,0,"no"
55,"single",1539,20,"jun",65,2,-1,0,"no"
35,"married",8,20,"apr",19,6,-1,0,"no"
34,"single",2838,13,"may",620,3,-1,0,"yes"
41,"married",875,14,"apr",189,2,-1,0,"no"
54,"divorced",12018,21,"dec",267,2,-1,0,"yes"
42,"married",1134,28,"may",424,3,-1,0,"no"
37,"married",508,15,"may",340,1,-1,0,"no"
29,"married",228,11,"may",12,8,342,9,"no"
23,"single",93,18,"may",70,3,-1,0,"no"
33,"single",718,18,"oct",104,1,111,4,"no"
31,"married",593,19,"nov",391,2,-1,0,"no"
31,"single",1724,29,"jan",152,2,254,1,"no"
26,"single",-525,22,"jul",417,1,-1,0,"no"
46,"married",3434,27,"feb",115,1,-1,0,"yes"
46,"married",342,5,"may",84,1,-1,0,"no"
37,"single",35,18,"jul",34,3,-1,0,"no"
35,"married",871,1,"jul",108,1,-1,0,"no"
61,"divorced",6,14,"apr",133,2,-1,0,"yes"
36,"single",1228,4,"may",303,3,-1,0,"yes"
57,"married",657,12,"jun",344,1,-1,0,"no"
59,"married",2552,5,"aug",125,3,-1,0,"no"
41,"married",6618,4,"jul",104,1,-1,0,"no"
47,"married",869,29,"may",216,2,-1,0,"no"
35,"married",3863,14,"may",125,1,175,1,"no"
40,"married",0,24,"jul",53,1,-1,0,"no"
44,"married",-93,17,"apr",829,3,326,2,"no"
47,"married",-226,11,"jul",289,2,-1,0,"no"
46,"married",1270,17,"jun",277,1,-1,0,"no"
48,"married",7408,4,"feb",101,2,-1,0,"no"
37,"married",3370,20,"nov",156,4,-1,0,"no"
44,"married",1732,30,"may",43,1,-1,0,"no"
52,"married",6933,19,"nov",273,2,-1,0,"no"
38,"married",1649,6,"sep",218,2,432,3,"no"
60,"married",1524,18,"jun",173,1,-1,0,"no"
42,"divorced",214,16,"apr",127,1,-1,0,"yes"
48,"married",6376,18,"nov",56,4,-1,0,"no"
28,"single",10865,27,"may",350,3,-1,0,"no"
40,"divorced",0,17,"jun",522,1,-1,0,"yes"
79,"divorced",2628,8,"jul",220,7,450,2,"no"
40,"married",679,17,"apr",642,2,304,1,"no"
33,"married",0,25,"aug",296,8,-1,0,"no"
39,"married",311,14,"aug",240,2,-1,0,"no"
60,"married",116,11,"aug",329,2,181,8,"yes"
46,"divorced",-824,7,"aug",429,3,-1,0,"yes"
53,"divorced",255,4,"feb",134,2,272,2,"no"
34,"married",0,3,"aug",108,2,180,7,"no"
30,"single",0,13,"aug",150,4,-1,0,"no"
34,"married",53,29,"aug",256,2,-1,0,"no"
48,"married",5326,17,"nov",116,2,-1,0,"no"
34,"single",4348,28,"aug",373,8,-1,0,"no"
43,"married",3,9,"may",204,2,-1,0,"no"
58,"married",5087,19,"jun",135,1,-1,0,"no"
36,"divorced",69,12,"may",61,2,369,3,"no"
60,"divorced",0,6,"jun",105,1,-1,0,"no"
37,"married",480,22,"oct",344,2,182,8,"yes"
31,"single",676,22,"apr",124,2,343,2,"yes"
31,"married",298,28,"may",154,3,-1,0,"no"
39,"divorced",8,29,"aug",1028,2,-1,0,"no"
29,"married",577,17,"apr",501,3,331,10,"no"
56,"single",545,29,"jan",86,1,-1,0,"no"
34,"married",31,24,"feb",108,1,-1,0,"no"
47,"married",-497,14,"may",176,2,-1,0,"no"
55,"married",2408,20,"nov",172,1,-1,0,"no"
41,"married",1356,13,"may",50,2,-1,0,"no"
38,"single",194,27,"aug",561,2,-1,0,"no"
28,"single",1579,13,"jan",163,1,91,3,"yes"
25,"single",808,18,"sep",267,2,114,2,"yes"
58,"married",1075,18,"may",42,1,-1,0,"no"
61,"married",1088,20,"may",254,1,359,1,"no"
31,"married",0,25,"aug",249,6,-1,0,"no"
56,"single",2815,11,"sep",212,1,-1,0,"yes"
52,"married",1860,20,"jun",496,3,-1,0,"no"
39,"married",183,9,"may",324,2,-1,0,"no"
39,"married",122,20,"jun",44,5,-1,0,"no"
37,"divorced",1448,20,"apr",196,2,283,2,"no"
48,"married",-4,5,"aug",97,1,-1,0,"no"
58,"divorced",219,5,"jun",133,1,-1,0,"no"
33,"single",-38,18,"may",184,1,-1,0,"no"
